,Tournois,Player 1,Player 2,Score,Odds Player 1,Odds Player 2,Rank Player 1,Rank Player 2
8160,Futures 2023,Moundir,Kumasaka,2,1.21,3.86,,
8161,Futures 2023,Otegui,Ribeiro,2,1.19,4.10,,405.0
8162,Futures 2023,Gea,Turker,2,1.07,6.74,,
8163,Futures 2023,Bailly,Zima,2,1.10,5.70,,
8164,Futures 2023,Kuzuhara,Ujvary,2,1.11,5.37,441.0,
8165,UTR Pro Tennis Series 3,Galarza,Amarilla,2,1.07,6.50,,
8166,UTR Pro Tennis Series 3,Aguilar,Simonit,2,3.40,1.27,,
8167,UTR Pro Tennis Series 3,Aguilar,Arcuschin,2,1.07,6.50,,
8168,UTR Pro Tennis Series 3,Carraro,Mouilleron,2,1.47,2.45,,
8169,UTR Pro Tennis Series 3,Falabella,Cundom,2,1.20,3.80,,
8170,UTR Pro Tennis Series 3,Labuckas,Tenti,2,7.00,1.06,,
8171,UTR Pro Tennis Series 3,Hess,Rocco,2,1.07,7.00,,
8172,UTR Pro Tennis Series 3,Egea,Ciurletti,2,1.14,5.00,,
8173,UTR Pro Tennis Series 3,Andreozzi,Grandinetti,2,1.00,13.25,233.0,
8174,Futures 2023,Williams,Mridha,2,2.02,1.69,,
8175,Futures 2023,Hodzic,Lopez,2,1.15,4.20,,172.0
8176,Miami,Barrere,Safiullin,2,2.29,1.64,73.0,65.0
8177,Miami,Monteiro,Kubler,2,3.10,1.37,116.0,91.0
8178,Miami,Gasquet,O'Connell,2,1.79,2.03,75.0,
8179,Miami,Watanuki,Paire,2,1.57,2.42,96.0,168.0
8180,Miami,McDonald,Galan,2,1.13,6.15,,
8181,Miami,Eubanks,Kudla,2,1.68,2.20,86.0,159.0
8182,Miami,Carballes,Zapata,1,2.09,1.76,,
8183,Miami,Molcan,Thompson,2,2.22,1.67,52.0,85.0
8184,Miami,Mannarino,Shang,2,1.36,3.18,93.0,153.0
8185,Miami,Garin,Giron,2,1.78,2.05,30.0,60.0
8186,Miami,Halys,Martinez,2,1.32,3.39,69.0,146.0
8187,Miami,Lehecka,Coria,2,1.12,6.39,43.0,137.0
8188,Miami,Kovacevic,Munar,2,1.59,2.39,166.0,112.0
8189,Miami,Nava,Isner,2,4.02,1.25,244.0,42.0
8190,Miami,Humbert,Monfils,1,1.30,3.54,40.0,
8191,Biel challenger,Copil,Stricker,2,3.31,1.31,264.0,97.0
8192,Biel challenger,Brunold,Rehberg,2,2.19,1.64,,
8193,Biel challenger,Diallo,Kivattsev,2,1.18,4.52,151.0,
8194,Biel challenger,Virtanen,Cukierman,2,1.14,5.13,178.0,435.0
8195,Biel challenger,Rodionov,Forti,2,1.27,3.57,120.0,
8196,Las Franquesas del Valles challenger,Harris,Roca,2,1.87,1.84,103.0,
8197,Las Franquesas del Valles challenger,Harris,Roca,2,1.87,1.84,387.0,
8198,Las Franquesas del Valles challenger,Gakhov,Giustino,2,2.43,1.52,150.0,294.0
8199,Las Franquesas del Valles challenger,Trungelliti,Friberg,2,1.46,2.58,188.0,
8200,Las Franquesas del Valles challenger,Grenier,Cox,2,1.27,3.52,217.0,379.0
8201,Saint Brieuc challenger,Berankis,Zuk,2,1.48,2.53,129.0,346.0
8202,Saint Brieuc challenger,Furness,Fanselow,2,1.40,2.76,226.0,429.0
8203,Saint Brieuc challenger,Escoffier,Janvier,2,1.28,3.48,216.0,354.0
8204,Saint Brieuc challenger,Poullain,Silva,2,1.71,2.06,,
8205,Saint Brieuc challenger,Mayot,Gueymard,2,1.77,1.97,239.0,
8206,Saint Brieuc challenger,Added,Hemery,2,1.88,1.84,334.0,292.0
8207,Zadar challenger,Ofner,Madaras,2,1.28,3.45,71.0,
8208,Zadar challenger,Gigante,Medjedovic,2,2.68,1.43,262.0,114.0
8209,Zadar challenger,Piros,Caruso,2,1.45,2.63,131.0,302.0
8210,Zadar challenger,Giannessi,Serdarusic,2,2.13,1.67,209.0,296.0
8211,Futures 2023,Kelly,Camus,2,1.13,5.06,,
8212,Futures 2023,Mochizuki,Bataljin,2,1.03,8.94,248.0,
8213,Futures 2023,Schoolkate,Smith,2,1.04,8.40,327.0,438.0
8214,Futures 2023,Saitoh,Delaney,2,1.35,2.93,,
8215,Futures 2023,Kodat,Rajski,2,1.27,3.30,,
8216,Futures 2023,Sandkaulen,Farren,2,1.72,1.98,,
8217,Futures 2023,Bolt,Winter,2,1.12,5.23,278.0,
8218,Futures 2023,Kumar,Reynolds,2,1.16,4.51,,
8219,Futures 2023,Quan,Baker,2,3.90,1.22,,
8220,Futures 2023,Mayo,Brumm,2,1.43,2.59,,
8221,Futures 2023,Ponwith,Williams,2,1.35,2.90,,
8222,Futures 2023,Van,Brymer,2,1.40,2.74,,
8223,Futures 2023,Langmo,Angele,2,1.62,2.13,376.0,
8224,Futures 2023,Saville,Kang,2,2.34,1.53,364.0,
8225,Futures 2023,Michelsen,Markes,2,1.07,7.27,227.0,
8226,Futures 2023,Cassone,Thompson,2,1.28,3.37,,85.0
8227,Futures 2023,Nakagawa,Bangoura,2,1.27,3.49,444.0,
8228,Futures 2023,Pervolarakis,Clark,2,2.22,1.58,427.0,
8229,Futures 2023,Rodriguez,Saraiva,2,1.60,2.05,,
8230,Futures 2023,Lama,Kypson,2,2.02,1.70,423.0,287.0
8231,Futures 2023,Aboian,Buitrago,2,1.34,2.97,,
8232,Futures 2023,Saraiva,Pena,2,1.22,4.05,,
8233,Futures 2023,Rodriguez,Lock,2,1.97,2.76,,408.0
8234,Futures 2023,Choinski,Loof,2,1.06,7.60,197.0,
8235,Futures 2023,Te,Reymond,2,2.26,1.56,,
8236,Futures 2023,Hoyos,Guillen,2,4.17,1.19,,
8237,Futures 2023,Dellien,Metreveli,2,1.11,5.34,106.0,
8238,Futures 2023,Lilov,Ribeiro,2,2.45,1.48,,405.0
8239,Futures 2023,Casanova,Buse,2,1.42,2.67,362.0,
8240,Futures 2023,Alves,Ejupovic,2,2.36,1.52,393.0,392.0
8241,Futures 2023,Bouquier,Paris,2,1.42,2.66,,
8242,Futures 2023,Travaglia,Sakellaridis,2,1.11,5.65,228.0,
8243,Futures 2023,Weis,Gill,2,1.78,1.92,338.0,
8244,Futures 2023,Llamas,Barreto,2,1.04,8.39,,
8245,Futures 2023,Houkes,Piraino,2,1.74,1.97,357.0,
8246,Futures 2023,Coulibaly,Cayre,2,1.12,5.18,,
8247,Futures 2023,Vylegzhanin,Massard,2,1.39,2.77,,
8248,Futures 2023,Sultanov,Broville,2,1.32,3.01,,
8249,Futures 2023,Ferrari,Callejon,2,1.04,8.90,422.0,
8250,Futures 2023,Wendelken,Ivanovski,2,2.71,1.40,,
8251,Futures 2023,Lamasine,Brady,2,1.36,2.89,,
8252,Futures 2023,Oliveira,Sigsgaard,2,1.39,2.74,382.0,
8253,Futures 2023,Marti,Oliver,2,1.01,10.81,,
8254,Futures 2023,Gaubas,Neumayer,2,3.58,1.25,,433.0
8255,Futures 2023,Vanshelboim,Takahashi,2,1.80,1.89,,
8256,Futures 2023,Dellavedova,Ichikawa,2,1.62,2.16,,
8257,Futures 2023,Crawford,Rawat,2,1.25,3.53,375.0,
8258,Futures 2023,Ito,Bustiman,2,1.11,5.37,,
8259,Futures 2023,Orlov,Butulija,2,1.16,4.49,,
8260,Futures 2023,Mukund,Agarwal,2,1.16,4.59,,
8261,Futures 2023,Polmans,Bouzige,2,1.05,7.57,223.0,
8262,Futures 2023,Sweeny,Jin,2,1.24,3.62,388.0,
8263,Futures 2023,Ly,Ellis,2,1.46,2.54,,
8264,Futures 2023,Donskoy,Sureshkumar,2,1.06,7.16,256.0,
8265,Futures 2023,Nedic,Galoppini,2,2.56,1.45,,
8266,Futures 2023,Stodder,Donati,2,1.44,2.59,,
8267,Futures 2023,Roncalli,Boureau,2,1.40,2.71,,
8268,Futures 2023,Beauge,Ahti,2,1.11,5.69,,
8269,Futures 2023,Campana,Tomasetto,2,4.83,1.13,,
8270,Futures 2023,Capecchi,Obradovic,2,1.42,2.64,,
8271,Futures 2023,Mikrut,Arnaboldi,2,4.36,1.17,,343.0
8272,Futures 2023,Mikrut,Arnaboldi,2,4.36,1.17,,432.0
8273,Futures 2023,Aubriot,Gadamauri,2,1.88,1.80,,
8274,Futures 2023,Perez,Di,2,1.11,5.58,,
8275,Futures 2023,Mu,Philibert,2,1.01,10.38,,
8276,Futures 2023,Duran,Bosio,2,3.02,1.33,,
8277,Futures 2023,Gima,Lemstra,2,1.55,2.29,,
8278,Futures 2023,Bakshi,Christodoulou,2,1.33,2.93,,
8279,Futures 2023,Catarina,Ellouck,2,1.09,6.19,,
8280,Futures 2023,Cias,Beckley,2,2.23,1.59,,
8281,Futures 2023,Oliel,Lanik,2,1.14,4.89,,
8282,Futures 2023,Musitelli,Inui,2,1.11,5.45,,
8283,Futures 2023,Elsayed,Pogosian,2,1.33,3.00,,
8284,Futures 2023,Bailly,Kuzuhara,2,1.28,3.25,,441.0
8285,Futures 2023,Mazza,Martinez,2,2.55,1.44,,146.0
8286,Futures 2023,Alcala,Zanellato,2,1.84,1.83,,
8287,Futures 2023,Manda,Andreescu,2,1.31,3.06,,
8288,Futures 2023,Dodig,Tabacco,2,1.56,2.28,,
8289,Futures 2023,Rottoli,Xiao,2,1.06,7.14,,
8290,Futures 2023,Kirci,Shaw,2,1.90,1.78,,
8291,Futures 2023,Cozbinov,Bassem,2,1.09,6.61,,
8292,Futures 2023,Bielinskyi,Kekez,2,1.75,1.96,,
8293,Futures 2023,Tepmahc,Searle,2,1.26,3.46,,
8294,Futures 2023,Negritu,Abderrahman,2,1.20,4.02,,
8295,Futures 2023,Ho,Wang,2,1.48,2.46,,
8296,Futures 2023,Bertola,Popovic,2,1.31,3.16,383.0,
8297,Futures 2023,Sharipov,Goodger,2,1.18,4.12,,
8298,Futures 2023,Barnat,Al,2,1.66,2.09,,
8299,Futures 2023,Nedelchev,Hussey,2,2.05,1.68,,
8300,Futures 2023,Andrade,Dancu,2,1.23,3.69,,
8301,Futures 2023,Moller,Vasiliauskas,2,1.07,6.98,,
8302,Futures 2023,Picchione,Rossi,2,1.36,2.87,,
8303,Futures 2023,Gentzsch,Moundir,2,3.24,1.29,,
8304,Futures 2023,Otegui,Gea,2,1.59,2.20,,
8305,Futures 2023,Heller,Donders,2,1.25,3.54,,
8306,UTR Pro Tennis Series 3,Vilaro,Simonit,2,2.20,1.60,,
8307,UTR Pro Tennis Series 3,Mouilleron,Amarilla,2,1.57,2.25,,
8308,UTR Pro Tennis Series 3,Egea,Aboian,2,1.72,2.00,,
8309,UTR Pro Tennis Series 3,Andreozzi,Tenti,2,1.12,5.50,233.0,
8310,UTR Pro Tennis Series 3,Boyer,Gagliardo,2,1.83,1.83,,
8311,Futures 2023,Rogers,Kim,2,2.18,1.58,,
8312,Futures 2023,Brumm,Renard,2,1.96,1.73,,
8313,Futures 2023,Rajski,Borisiouk,2,1.13,4.88,,
8314,Futures 2023,Farren,Ross,2,1.98,1.71,,
8315,Futures 2023,Reynolds,Gomez,2,3.90,1.20,,219.0
8316,Miami,Davidovich,Nakashima,2,1.59,2.38,,46.0
8317,Miami,Dimitrov,Struff,2,1.50,2.63,14.0,
8318,Miami,Alcaraz,Bagnis,2,1.01,20.22,2.0,164.0
8319,Miami,Kecmanovic,Humbert,2,1.95,1.88,64.0,40.0
8320,Miami,Fritz,Nava,2,1.06,10.10,8.0,244.0
8321,Miami,Paul,Huesler,2,1.16,5.34,23.0,
8322,Miami,Van,Popyrin,2,1.80,2.04,,95.0
8323,Miami,Schwartzman,Wu,2,2.70,1.47,76.0,51.0
8324,Miami,Sinner,Djere,2,1.07,8.93,4.0,67.0
8325,Miami,Rublev,Wolf,2,1.25,4.04,7.0,
8326,Miami,Shapovalov,Pella,2,1.22,4.31,36.0,108.0
8327,Miami,Ruusuvuori,Bautista-Agut,2,1.79,2.04,32.0,
8328,Miami,Kokkinakis,Bergs,2,1.15,5.48,48.0,160.0
8329,Miami,Etcheverry,Kotov,2,1.83,1.99,,127.0
8330,Miami,Sonego,Thiem,2,1.60,2.34,29.0,80.0
8331,Biel challenger,Copil,Brunold,2,1.34,3.18,264.0,
8332,Biel challenger,Broady,Diallo,2,1.41,2.82,140.0,151.0
8333,Biel challenger,Rodionov,Virtanen,2,2.35,1.56,120.0,178.0
8334,Biel challenger,Hassan,Gombos,2,3.18,1.33,270.0,171.0
8335,Las Franquesas del Valles challenger,Grenier,Gakhov,2,1.32,3.26,217.0,150.0
8336,Las Franquesas del Valles challenger,Yunchaokete,Elias,2,1.78,1.97,200.0,212.0
8337,Las Franquesas del Valles challenger,Harris,Trungelliti,2,1.65,2.19,103.0,188.0
8338,Las Franquesas del Valles challenger,Harris,Trungelliti,2,1.65,2.19,387.0,188.0
8339,Las Franquesas del Valles challenger,Purcell,Jorda,2,1.07,8.17,98.0,
8340,Saint Brieuc challenger,Herbert,Poullain,2,1.60,2.27,,
8341,Saint Brieuc challenger,Added,Lajal,2,2.39,1.55,334.0,147.0
8342,Saint Brieuc challenger,Berankis,Escoffier,2,1.73,2.04,129.0,216.0
8343,Saint Brieuc challenger,Furness,Mayot,2,2.18,1.65,226.0,239.0
8344,Zadar challenger,Cazaux,Prizmic,2,2.44,1.53,190.0,193.0
8345,Zadar challenger,Giannessi,Piros,2,2.46,1.52,209.0,131.0
8346,Zadar challenger,Cobolli,Zeppieri,2,2.40,1.54,174.0,145.0
8347,Zadar challenger,Ofner,Gigante,2,1.73,2.05,71.0,262.0
8348,Futures 2023,Ponwith,Rogers,2,1.34,2.97,,
8349,Futures 2023,Saville,Nakagawa,2,1.94,1.76,364.0,444.0
8350,Futures 2023,Rogers,Quan,2,1.47,2.46,,
8351,Futures 2023,Michelsen,Van,2,1.16,4.58,227.0,
8352,Futures 2023,Lamasine,Bouquier,2,1.42,2.67,,
8353,Futures 2023,Rodriguez,Choinski,2,4.27,1.18,,197.0
8354,Futures 2023,Alves,Lilov,2,1.56,2.28,393.0,
8355,Futures 2023,Hoyos,Lama,2,6.03,1.09,,423.0
8356,Futures 2023,Dellien,Aboian,2,1.16,4.59,106.0,
8357,Futures 2023,Vylegzhanin,Te,2,1.76,1.95,,
8358,Futures 2023,Casanova,Weis,2,1.42,2.66,362.0,338.0
8359,Futures 2023,Travaglia,Llamas,2,2.32,1.54,228.0,
8360,Futures 2023,Wendelken,Oliveira,1,2.61,1.43,,382.0
8361,Futures 2023,Coulibaly,Sultanov,2,1.47,2.52,,
8362,Futures 2023,Ferrari,Marti,2,2.06,1.68,422.0,
8363,Futures 2023,Houkes,Gaubas,2,1.32,3.10,357.0,
8364,Futures 2023,Vanshelboim,Orlov,2,1.95,1.75,,
8365,Futures 2023,Donskoy,Singh,2,1.04,8.00,256.0,
8366,Futures 2023,Mukund,Crawford,2,2.16,1.62,,375.0
8367,Futures 2023,Ly,Vishwakarma,2,1.14,4.71,,
8368,Futures 2023,Sweeny,Ito,1,1.48,2.47,388.0,
8369,Futures 2023,Polmans,Dellavedova,2,1.12,5.27,223.0,
8370,Futures 2023,Rogers,Walton,2,5.25,1.11,,347.0
8371,Futures 2023,Rivera,Kim,2,1.95,1.72,,
8372,Futures 2023,Stodder,Nedic,2,1.15,4.55,,
8373,Futures 2023,Perez,Capecchi,2,1.52,2.38,,
8374,Futures 2023,Catarina,Picchione,2,1.35,2.97,,
8375,Futures 2023,Moller,Andrade,2,2.13,1.64,,
8376,Futures 2023,Bielinskyi,Bertola,2,2.68,1.41,,383.0
8377,Futures 2023,Manda,Mazza,2,2.79,1.38,,
8378,Futures 2023,Mikrut,Dodig,2,3.57,1.25,,
8379,Futures 2023,Bailly,Gentzsch,2,1.24,3.56,,
8380,Futures 2023,Elsayed,Cias,2,1.88,1.80,,
8381,Futures 2023,Aubriot,Negritu,2,2.44,1.49,,
8382,Futures 2023,Ho,Roncalli,2,1.58,2.25,,
8383,Futures 2023,Barnat,Cozbinov,2,1.82,1.86,,
8384,Futures 2023,Rottoli,Tepmahc,2,1.47,2.50,,
8385,Futures 2023,Beauge,Mu,2,1.91,1.79,,
8386,Futures 2023,Sharipov,Oliel,2,1.83,1.83,,
8387,Futures 2023,Duran,Kirci,2,2.53,1.45,,
8388,Futures 2023,Nedelchev,Musitelli,2,2.13,1.63,,
8389,Futures 2023,Gima,Bakshi,2,1.49,2.45,,
8390,Futures 2023,Campana,Otegui,2,3.47,1.25,,
8391,Futures 2023,Heller,Alcala,2,1.49,2.44,,
8392,UTR Pro Tennis Series 3,Aguilar,Ciurletti,2,1.60,2.20,,
8393,UTR Pro Tennis Series 3,Hess,Galarza,1,3.60,1.25,,
8394,UTR Pro Tennis Series 3,Carraro,Falabella,2,2.00,1.72,,
8395,Miami,Khachanov,Etcheverry,2,1.30,3.59,10.0,
8396,Miami,Hurkacz,Kokkinakis,2,1.31,3.51,16.0,48.0
8397,Miami,Sonego,Evans,2,1.46,2.75,29.0,68.0
8398,Miami,Auger,Monteiro,2,1.07,9.27,,116.0
8399,Miami,Halys,De,2,3.55,1.30,69.0,
8400,Miami,Molcan,Nishioka,2,2.07,1.77,52.0,35.0
8401,Miami,McDonald,Berrettini,2,2.85,1.43,,28.0
8402,Miami,Garin,Baez,2,1.57,2.42,30.0,84.0
8403,Miami,Lehecka,Musetti,2,1.42,2.89,43.0,27.0
8404,Miami,Tsitsipas,Gasquet,1,1.18,4.90,5.0,75.0
8405,Miami,Eubanks,Coric,2,3.08,1.38,86.0,21.0
8406,Miami,Cerundolo,Kovacevic,2,1.70,2.17,20.0,166.0
8407,Miami,Daniel,Zverev,2,4.77,1.19,100.0,11.0
8408,Miami,Rune,Fucsovics,2,1.31,3.49,6.0,53.0
8409,Miami,Ruud,Ivashka,2,1.42,2.92,9.0,82.0
8410,Miami,Lajovic,Cressy,2,2.32,1.62,58.0,105.0
8411,Biel challenger,Broady,Copil,2,1.32,3.29,140.0,264.0
8412,Biel challenger,Rodionov,Hassan,2,1.30,3.40,120.0,270.0
8413,Las Franquesas del Valles challenger,Grenier,Yunchaokete,2,1.57,2.32,217.0,200.0
8414,Las Franquesas del Valles challenger,Harris,Purcell,2,4.83,1.17,103.0,98.0
8415,Las Franquesas del Valles challenger,Harris,Purcell,2,4.83,1.17,387.0,98.0
8416,Saint Brieuc challenger,Added,Herbert,2,2.40,1.54,334.0,
8417,Saint Brieuc challenger,Berankis,Furness,2,1.50,2.50,129.0,226.0
8418,Zadar challenger,Giannessi,Cazaux,2,2.88,1.40,209.0,190.0
8419,Zadar challenger,Ofner,Cobolli,2,1.71,2.09,71.0,174.0
8420,Futures 2023,Ponwith,Kodat,2,2.59,1.44,,
8421,Futures 2023,Michelsen,Saville,2,1.24,3.69,227.0,364.0
8422,Futures 2023,Rodriguez,Dellien,2,4.27,1.19,,106.0
8423,Futures 2023,Alves,Hoyos,2,1.09,6.37,393.0,
8424,Futures 2023,Wendelken,Lamasine,2,2.61,1.43,,
8425,Futures 2023,Vylegzhanin,Coulibaly,2,3.59,1.25,,
8426,Futures 2023,Travaglia,Casanova,1,1.58,2.24,228.0,362.0
8427,Futures 2023,Houkes,Ferrari,2,2.16,1.62,357.0,422.0
8428,Futures 2023,Polmans,Schoolkate,2,1.39,2.78,223.0,327.0
8429,Futures 2023,Vanshelboim,Ly,2,2.38,1.52,,
8430,Futures 2023,Donskoy,Mukund,2,1.32,3.13,256.0,
8431,Futures 2023,Sweeny,Mochizuki,2,1.57,2.27,388.0,248.0
8432,Futures 2023,Kodat,Mayo,2,1.42,2.65,,
8433,Futures 2023,Gima,Nedelchev,2,1.65,2.11,,
8434,Futures 2023,Catarina,Moller,2,1.33,3.11,,
8435,Futures 2023,Sharipov,Barnat,2,1.53,2.34,,
8436,Futures 2023,Aubriot,Ho,2,2.12,1.65,,
8437,Futures 2023,Beauge,Rottoli,2,2.45,1.49,,
8438,Futures 2023,Elsayed,Duran,2,1.28,3.39,,
8439,Futures 2023,Bailly,Campana,2,1.24,3.65,,
8440,Futures 2023,Heller,Manda,2,1.26,3.54,,
8441,UTR Pro Tennis Series 3,Justo,Egea,2,2.09,1.66,,
8442,UTR Pro Tennis Series 3,Moreno,Arcuschin,2,1.22,3.70,,
8443,UTR Pro Tennis Series 3,Vilicich,Aguilar,2,2.73,1.40,,
8444,Miami,Alcaraz,Lajovic,2,1.02,15.65,2.0,58.0
8445,Miami,Ruusuvuori,Daniel,2,1.56,2.47,32.0,100.0
8446,Miami,Rublev,Kecmanovic,2,1.23,4.30,7.0,64.0
8447,Miami,Fritz,Shapovalov,2,1.35,3.24,8.0,36.0
8448,Miami,Rune,Schwartzman,2,1.17,5.07,6.0,76.0
8449,Miami,Paul,Davidovich,2,1.62,2.33,23.0,
8450,Miami,Mannarino,Shelton,2,2.22,1.67,93.0,117.0
8451,Miami,Barrere,Norrie,2,5.96,1.14,73.0,13.0
8452,Miami,Tiafoe,Watanuki,2,1.17,5.23,15.0,96.0
8453,Miami,Medvedev,Carballes,2,1.02,16.41,3.0,
8454,Biel challenger,Rodionov,Broady,1,2.63,1.46,120.0,140.0
8455,Las Franquesas del Valles challenger,Grenier,Harris,2,1.53,2.43,217.0,103.0
8456,Las Franquesas del Valles challenger,Grenier,Harris,2,1.53,2.43,217.0,387.0
8457,Saint Brieuc challenger,Berankis,Added,2,1.42,2.75,129.0,334.0
8458,Zadar challenger,Giannessi,Ofner,2,2.64,1.46,209.0,71.0
8459,Futures 2023,Ponwith,Michelsen,2,3.74,1.23,,227.0
8460,Futures 2023,Alves,Rodriguez,2,1.25,3.52,393.0,
8461,Futures 2023,Vylegzhanin,Wendelken,2,1.90,1.81,,
8462,Futures 2023,Houkes,Travaglia,2,3.29,1.29,357.0,228.0
8463,Futures 2023,Donskoy,Vanshelboim,2,1.24,3.69,256.0,
8464,Futures 2023,Sweeny,Polmans,2,2.52,1.47,388.0,223.0
8465,Futures 2023,Aubriot,Beauge,2,2.11,1.66,,
8466,Futures 2023,Bielinskyi,Perez,2,1.95,1.78,,
8467,Futures 2023,Sharipov,Elsayed,2,1.41,2.63,,
8468,Futures 2023,Bailly,Heller,2,1.68,2.05,,
8469,Futures 2023,Catarina,Gima,2,1.33,3.07,,
8470,Futures 2023,Perez,Stodder,2,2.18,1.88,,
8471,Futures 2023,Bielinskyi,Mikrut,2,1.63,2.15,,
8472,UTR Pro Tennis Series 3,Boyer,Justo,2,1.83,1.83,,
8473,UTR Pro Tennis Series 3,Vilicich,Carraro,2,2.31,1.55,,
8474,UTR Pro Tennis Series 3,Mouilleron,Moreno,2,1.72,2.00,,
8475,Futures 2023,Freire,Bartok,1,1.07,6.00,,
8476,Futures 2023,Biston,Nuyts,2,1.14,4.52,,
8477,Futures 2023,Bonnaud,Doukhan,2,1.06,6.58,,
8478,Futures 2023,Monaco,Dorofeev,2,1.54,2.63,,
8479,Futures 2023,Steinegger,Schmidt,2,1.01,10.50,,
8480,Futures 2023,Calzi,Colson,2,1.04,7.75,,
8481,Futures 2023,Evrard,De,2,2.05,1.60,,
8482,Futures 2023,Tailleu,Potel,2,1.04,7.75,,
8483,Futures 2023,Isarow,Singh,2,1.09,5.58,,
8484,Futures 2023,Qamar,Bhatnagar,2,1.82,1.81,,
8485,Futures 2023,Paris,Gonindard,2,1.02,9.00,,
8486,Futures 2023,Shanmugam,Gulia,2,1.03,8.25,,
8487,Futures 2023,Vardhan,Madan,2,1.04,7.75,,
8488,Futures 2023,Yang,Houille,2,1.03,8.25,,
8489,Futures 2023,Larwig,Baillargeat,2,3.72,1.21,,
8490,Futures 2023,Sood,Gupta,2,1.52,2.31,,
8491,Futures 2023,Chaurasia,Jaisinghani,2,1.81,1.82,,
8492,Futures 2023,Eqbal,Sood,2,1.05,7.00,,
8493,Futures 2023,Kumaran,Ballekere,2,3.80,1.20,,
8494,Futures 2023,Pontico,Vaksmann,2,1.20,3.60,,
8495,Futures 2023,Rivet,Nagel,2,1.80,1.80,,
8496,Futures 2023,Sanghera,Messin,2,1.02,8.00,,
8497,Futures 2023,Leong,Ganta,2,1.11,4.92,,
8498,Futures 2023,Vishwakarma,Bathrinath,2,1.10,5.33,,
8499,Futures 2023,Qamar,Rajan,2,1.19,4.00,,
8500,Futures 2023,Faucon,Mahadevan,2,1.01,9.00,,
8501,Futures 2023,Anantharamu,Malik,2,4.60,1.12,,
8502,Futures 2023,Shin,Samuel,2,1.03,7.50,,
8503,Futures 2023,Virali-Murugesan,Jain,2,1.12,4.87,,
8504,Futures 2023,Dattatray,Kodancha,2,1.29,3.05,,
8505,Girona challenger,Lopez,Dutra,2,1.59,2.25,172.0,
8506,Girona challenger,Esteve,Moro,2,3.18,1.31,,
8507,Girona challenger,Droguet,Barroso,2,1.38,2.83,351.0,
8508,Girona challenger,Marti,Mochizuki,2,1.66,2.09,,248.0
8509,Girona challenger,De,Sanchez,2,1.30,3.25,,
8510,Girona challenger,Roca,Gerch,2,1.50,2.42,,356.0
8511,Girona challenger,Rincon,Wong,2,1.25,3.60,391.0,
8512,Girona challenger,Torres,Regas,2,1.02,10.91,,
8513,Girona challenger,Diez,Sanchez,2,1.87,1.83,310.0,
8514,Girona challenger,Kasnikowski,Milojevic,2,2.46,1.49,324.0,322.0
8515,Girona challenger,Martin,Regas,2,1.03,9.13,,
8516,Girona challenger,Shelbayh,Weis,2,1.70,2.04,231.0,338.0
8517,Lille challenger,Kachmazov,Olivetti,2,1.29,3.35,399.0,
8518,Lille challenger,Leshem,Bertrand,2,1.72,1.99,359.0,
8519,Lille challenger,Janvier,Paul,2,1.58,2.24,354.0,23.0
8520,Lille challenger,McCabe,Mertens,2,1.15,4.84,,
8521,Lille challenger,Ilkel,Marie,2,1.38,2.82,198.0,
8522,Lille challenger,Forejtek,Schell,2,1.18,4.32,312.0,
8523,Lille challenger,de,Briand,2,1.86,1.84,,
8524,Lille challenger,Zhukayev,Nam,2,1.48,2.49,253.0,
8525,Lille challenger,Sachko,Bourgue,2,2.22,1.60,259.0,277.0
8526,Lille challenger,Cukierman,Kadhe,2,1.11,5.69,435.0,
8527,Lille challenger,Hoang,Hemery,1,2.06,1.66,,292.0
8528,Lille challenger,Lajal,Blanch,2,1.55,2.31,147.0,365.0
8529,Mexico City challenger,Popko,Melzer,2,3.62,1.25,317.0,245.0
8530,Mexico City challenger,Atmane,Panta,2,1.16,4.75,335.0,
8531,Mexico City challenger,Rubio,Yevseyev,2,4.33,1.18,,416.0
8532,Mexico City challenger,Koepfer,Aboian,2,1.15,4.60,88.0,
8533,Mexico City challenger,Zhu,Hernandez,2,1.27,3.42,361.0,
8534,Mexico City challenger,Gaio,Alcocer,2,1.02,10.16,268.0,
8535,Mexico City challenger,Ejupovic,Kirchheimer,2,1.48,2.50,392.0,419.0
8536,Mexico City challenger,Statham,Chappell,2,1.97,1.75,,385.0
8537,Mexico City challenger,Lock,Lama,2,3.56,1.26,408.0,423.0
8538,Mexico City challenger,Neuchrist,Heide,2,1.60,2.21,291.0,
8539,Mexico City challenger,Mpetshi,Sinclair,2,1.49,2.48,,431.0
8540,San Remo challenger,Durasovic,Tabacco,2,1.88,1.83,367.0,
8541,San Remo challenger,Arnaboldi,Ritschard,2,2.57,1.45,343.0,208.0
8542,San Remo challenger,Arnaboldi,Ritschard,2,2.57,1.45,432.0,208.0
8543,San Remo challenger,Ocleppo,Caruso,2,2.33,1.55,,302.0
8544,San Remo challenger,Arnaboldi,Blanchet,2,1.76,1.96,343.0,353.0
8545,San Remo challenger,Arnaboldi,Blanchet,2,1.76,1.96,432.0,353.0
8546,San Remo challenger,Vacherot,Chazal,2,1.86,1.84,434.0,
8547,San Remo challenger,Coppejans,Berrettini,2,1.36,2.92,261.0,28.0
8548,San Remo challenger,Vavassori,Decamps,2,1.24,3.77,107.0,412.0
8549,San Remo challenger,Vatutin,Jahn,2,1.39,2.79,389.0,
